age,monthly_income,credit_score,purchase_amount,bnpl_installments,repayment_delay_days,missed_payments,default_flag,app_usage_frequency,debt_to_income_ratio,risk_score,customer_segment,transaction_year,transaction_month,transaction_day,transaction_dayofweek,transaction_is_weekend,debt_to_income_ratio_log,purchase_amount_log,monthly_income_log,missed_payments_log1p,repayment_delay_days_log1p,employment_type_Salaried,employment_type_Self-Employed,employment_type_Student,employment_type_Unemployed,product_category_Beauty,product_category_Electronics,product_category_Fashion,product_category_Home,product_category_Sports,location_Australia,location_Canada,location_Germany,location_India,location_UK,location_USA
4.04305126783455,11.135034180627965,0.7605491018700342,8.517393171418904,2.5649493574615367,2.6390573296152584,0.6931471805599453,0,2.2502386126218363,0.07042237674300668,5.113191882421348,1,-1.0053307864983978,-0.14410591282604338,-0.6551385515805788,0.9998063858032191,1.590065508702245,-2.617826397062304,8.517193191416238,11.13501958847854,0.6931471805599453,2.6390573296152584,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2.995732273553991,8.888598114577473,-1.0854460637812315,6.97935940484158,2.5649493574615367,2.6390573296152584,0.6931471805599453,0,1.4085449700547104,0.13808718093884761,5.58724865840025,2,0.9946974801030779,1.011534140030871,-0.9965811684325849,-1.4916415741944447,-0.6289049064501527,-1.910032080200577,6.978428071943848,8.888460152144425,0.6931471805599453,2.6390573296152584,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
3.044522437723423,10.635452961417046,0.16719351291069875,8.517393171418904,1.3862943611198906,2.995732273553991,1.0986122886681098,0,1.4655675420143985,0.11354614794959972,5.440684607834958,2,-1.0053307864983978,-0.7219259392545007,-1.2242095796672556,-0.4950623901953791,-0.6289049064501527,-2.1182357215730465,8.517193191416238,10.635428912989283,1.0986122886681098,2.995732273553991,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
3.091042453358316,9.576680655666927,-1.0854460637812315,8.313320263163948,1.9459101490553132,2.9444389791664403,1.791759469228055,1,1.925707441737794,0.24893036004087446,5.877735781779639,2,-1.0053307864983978,-0.14410591282604338,0.9382603270621165,0.9998063858032191,1.590065508702245,-1.2635363219549252,8.31307500462343,9.576611326578355,1.791759469228055,2.9444389791664403,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
3.784189633918261,10.665379240409864,0.46753399621110314,8.517393171418904,2.302585092994046,0.0,0.0,0,2.1234584270966104,0.11037644756326467,4.914124393715412,2,0.9946974801030779,1.011534140030871,0.3691892989754396,0.9998063858032191,1.590065508702245,-2.148162709592048,8.517193191416238,10.665355901008285,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3.970291913552122,11.289173228444756,2.057140944410804,8.517393171418904,2.302585092994046,0.6931471805599453,0.0,0,1.9906103279732201,0.06066117325904803,3.9396381724611196,0,0.9946974801030779,0.4337141136024139,1.5073313551487935,0.0032272018041536476,-0.6289049064501527,-2.7719675293394177,8.517193191416238,11.289160720755653,0.0,0.6931471805599453,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3.8066624897703196,10.673439975059104,0.46020861856962986,8.517393171418904,1.3862943611198906,1.0986122886681098,0.0,0,1.884034745337226,0.10953709069730613,4.9459189793765646,2,0.9946974801030779,0.4337141136024139,0.5968177102101104,-0.4950623901953791,-0.6289049064501527,-2.156223631619969,8.517193191416238,10.673416823036206,0.0,1.0986122886681098,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
4.007333185232471,9.152266244881151,-0.5799950065195755,7.430849336801981,1.3862943611198906,0.0,0.0,1,1.5390154481375546,0.16443382870150214,5.264760583019194,2,0.9946974801030779,1.3004441532450997,0.14156088774076886,1.4980959778027518,1.590065508702245,-1.7219037827240942,7.430256477185627,9.15216025990972,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
3.828641396489095,9.603897527673178,-1.041493797932392,8.196899769103108,2.302585092994046,3.044522437723423,1.0986122886681098,1,1.247032293786383,0.21899609339089104,5.69910488510509,2,0.9946974801030779,1.3004441532450997,-0.19988172911123728,0.0032272018041536476,-0.6289049064501527,-1.4072058353581465,8.196624224763525,9.603830060121672,1.0986122886681098,3.044522437723423,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
4.007333185232471,8.815654953678246,-0.9535892662347126,4.61512051684126,1.9459101490553132,1.6094379124341003,0.0,0,2.3664984187376983,0.014732319866841315,5.401776074916267,2,-1.0053307864983978,-0.14410591282604338,-0.7689527571979142,0.5015167938036864,-0.6289049064501527,-4.2103363649485885,4.605170185988092,8.815506550936679,0.0,1.6094379124341003,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
